,hour,day_of_week,roadtype,xccord,ycoord,jam_level
1191,0,6,3.0,-84.3903,33.77529,3
1538,21,7,3.0,-84.387432,33.76633,3
13803,19,3,3.0,-84.390268,33.80044,4
10004,22,4,2.0,-84.420017,33.80013,3
1143,17,6,7.0,-84.32983,33.716049,3
10499,19,1,4.0,-84.383174,33.74942,3
11858,20,7,7.0,-84.392102,33.78155,4
12366,23,4,7.0,-84.380695,33.78177,4
625,22,6,7.0,-84.428129,33.78801,3
7195,18,7,7.0,-84.335177,33.7902,3
15394,11,5,6.0,-84.349227,33.74607,2
1127,19,6,7.0,-84.378017,33.78763,3
13681,18,3,4.0,-84.388994,33.74468,4
9960,12,4,7.0,-84.39012,33.750338,3
10419,13,1,1.0,-84.414063,33.74094,4
10090,16,4,6.0,-84.407734,33.78893,3
10745,12,3,3.0,-84.38466,33.748333,3
6029,21,5,7.0,-84.329717,33.76094,2
7969,22,6,3.0,-84.378287,33.75596,3
3881,22,5,3.0,-84.413459,33.8052,3
12147,22,4,6.0,-84.3907,33.799498,4
13080,20,2,4.0,-84.38591,33.747609,3
734,21,6,1.0,-84.390038,33.78993,4
11568,15,7,3.0,-84.381284,33.75045,2
9608,22,2,3.0,-84.391292,33.78769,3
15506,20,2,3.0,-84.383344,33.76324,3
11556,17,7,3.0,-84.387195,33.74704,3
7540,19,2,3.0,-84.391043,33.77899,3
4398,21,7,4.0,-84.389894,33.77067,4
15198,11,5,4.0,-84.399252,33.7446,4
9365,21,6,3.0,-84.346971,33.74565,3
1375,20,6,3.0,-84.391336,33.78846,3
11565,19,7,3.0,-84.378568,33.75851,4
7370,19,7,4.0,-84.394429,33.74473,3
7971,22,6,3.0,-84.378495,33.75819,3
16011,13,2,2.0,-84.426453,33.80082,4
5010,11,3,7.0,-84.387727,33.74565,4
14653,0,5,3.0,-84.391716,33.79015,4
5280,20,3,7.0,-84.404558,33.77358,3
4414,17,7,6.0,-84.363407,33.7737,2
1700,1,7,4.0,-84.39043,33.743207,2
12526,18,4,7.0,-84.387807,33.78668,4
16085,22,2,3.0,-84.388887,33.8012,3
9229,17,6,2.0,-84.354947,33.78517,3
11223,22,1,3.0,-84.390515,33.76901,4
4578,22,7,3.0,-84.391466,33.78798,3
8509,16,6,4.0,-84.392335,33.74263,2
15241,14,5,3.0,-84.381794,33.75002,3
3449,17,1,3.0,-84.392968,33.72852,3
8880,18,5,3.0,-84.391521,33.74242,4
12943,18,2,3.0,-84.391292,33.78687,2
11170,20,1,3.0,-84.39642,33.719671,3
12629,22,4,6.0,-84.349257,33.74105,4
2855,18,6,7.0,-84.324386,33.78823,2
3926,21,5,7.0,-84.389207,33.78326,2
14216,17,2,3.0,-84.381505,33.74325,2
8909,19,5,2.0,-84.336984,33.77429,3
13608,21,3,3.0,-84.39021,33.770557,3
3711,22,1,3.0,-84.382049,33.74983,3
10988,0,3,3.0,-84.396669,33.71932,3
10086,11,4,2.0,-84.337422,33.76485,3
7367,16,7,4.0,-84.378962,33.75743,3
15972,23,2,2.0,-84.338527,33.79123,4
15935,15,2,3.0,-84.389029,33.76724,3
7197,22,7,6.0,-84.382845,33.77128,3
8898,16,5,7.0,-84.388832,33.77351,4
12403,19,4,4.0,-84.381016,33.76191,3
2507,18,6,3.0,-84.386286,33.80272,4
14998,19,5,2.0,-84.393214,33.72553,3
1414,18,6,7.0,-84.394785,33.75984,4
15003,11,5,7.0,-84.371863,33.75331,4
3242,10,4,3.0,-84.390992,33.79123,4
1258,7,6,3.0,-84.430116,33.74652,4
122,11,3,3.0,-84.389072,33.80108,4
7387,22,7,4.0,-84.378084,33.75687,2
10651,19,2,3.0,-84.390954,33.77752,2
12575,21,4,7.0,-84.389202,33.78274,4
14047,20,3,6.0,-84.407553,33.77879,3
11051,19,3,3.0,-84.390029,33.80057,3
2610,20,6,1.0,-84.367198,33.80536,4
14614,21,5,3.0,-84.38411,33.804183,3
12184,1,4,3.0,-84.388368,33.767,3
4742,20,7,3.0,-84.384178,33.76403,3
1487,16,6,6.0,-84.371162,33.77359,3
12612,12,4,1.0,-84.337334,33.77301,3
12119,14,4,3.0,-84.384177,33.80389,3
9504,17,6,2.0,-84.426423,33.80082,3
6684,0,7,3.0,-84.392892,33.79356,4
9949,21,4,7.0,-84.33615,33.793777,3
604,0,6,2.0,-84.39379,33.798589,3
8754,17,5,3.0,-84.378313,33.75525,2
6752,23,7,7.0,-84.388871,33.76994,3
1105,19,6,6.0,-84.349266,33.73626,4
4999,13,3,2.0,-84.39304,33.799245,3
11809,19,7,3.0,-84.3915,33.741841,4
313,11,3,7.0,-84.386134,33.75517,4
3360,10,1,7.0,-84.382615,33.75411,4
15847,18,1,3.0,-84.471165,33.75785,3
11410,19,1,3.0,-84.379193,33.75249,4
12303,22,4,7.0,-84.386138,33.75498,3
8327,21,6,3.0,-84.390053,33.76984,3
9611,13,2,7.0,-84.372086,33.75947,3
5348,20,6,3.0,-84.405007,33.74191,3
15419,16,5,4.0,-84.378833,33.75943,4
8100,21,6,7.0,-84.370837,33.77516,3
6560,17,7,3.0,-84.429304,33.74604,3
4853,11,3,3.0,-84.393792,33.72379,3
4413,21,7,6.0,-84.355704,33.77382,3
6018,18,5,7.0,-84.38882,33.775419,4
2790,19,6,3.0,-84.391611,33.79264,3
2086,21,2,3.0,-84.36496,33.743242,4
12144,16,4,3.0,-84.384001,33.80438,3
13373,13,3,7.0,-84.371363,33.75217,4
4962,11,3,3.0,-84.391268,33.78538,3
1148,18,6,4.0,-84.390523,33.74384,3
3354,19,1,2.0,-84.391941,33.78746,4
13755,15,3,3.0,-84.37917,33.759988,3
14686,6,5,3.0,-84.378389,33.75765,4
107,16,3,3.0,-84.391366,33.78432,4
1900,15,2,3.0,-84.392721,33.72921,3
14341,21,1,3.0,-84.378845,33.75402,3
4316,17,7,7.0,-84.372113,33.75735,3
16032,13,2,4.0,-84.387978,33.74594,3
15124,16,5,6.0,-84.419389,33.77316,4
15688,20,1,3.0,-84.381487,33.76215,3
143,20,3,2.0,-84.426651,33.78884,3
15779,20,1,3.0,-84.380022,33.76084,2
39,12,3,3.0,-84.328294,33.7399,3
16061,23,2,7.0,-84.346681,33.77778,4
4842,14,3,3.0,-84.393685,33.72422,4
4442,16,7,4.0,-84.4197,33.741511,3
9968,21,4,7.0,-84.384194,33.75995,4
7206,19,7,2.0,-84.399395,33.77309,4
5105,11,3,3.0,-84.391407,33.78485,3
8594,15,5,3.0,-84.378282,33.75555,3
4903,23,3,3.0,-84.390878,33.77628,4
15047,21,5,7.0,-84.384182,33.7606,4
6078,19,5,6.0,-84.429613,33.77192,4
10528,21,1,4.0,-84.385819,33.74376,3
1212,20,6,2.0,-84.391482,33.74194,3
13475,22,3,3.0,-84.38762,33.744171,3
6811,21,7,6.0,-84.402761,33.75935,3
15313,22,5,3.0,-84.392947,33.79369,3
11870,2,7,3.0,-84.399502,33.71434,3
12722,13,4,4.0,-84.385882,33.74762,3
9403,15,6,3.0,-84.390015,33.77112,3
2985,16,4,3.0,-84.383047,33.74909,3
1493,18,6,2.0,-84.403494,33.76343,4
11070,19,3,3.0,-84.392705,33.79339,4
14234,20,2,3.0,-84.391415,33.78498,3
421,21,3,7.0,-84.337975,33.80247,3
5893,20,5,4.0,-84.447778,33.75129,3
9967,19,4,2.0,-84.391657,33.78258,3
8247,21,6,6.0,-84.419576,33.72541,3
14640,16,5,3.0,-84.426382,33.74457,3
2656,21,6,3.0,-84.429809,33.74624,3
6447,20,3,7.0,-84.388844,33.77146,4
15242,20,5,3.0,-84.37888,33.753057,3
13569,9,3,3.0,-84.381483,33.75028,4
9516,23,6,4.0,-84.39258,33.794216,3
15976,22,2,7.0,-84.389208,33.78333,4
15973,22,2,7.0,-84.384231,33.77933,3
352,19,3,3.0,-84.40121,33.801224,3
4186,14,7,3.0,-84.393239,33.72774,3
13776,18,3,3.0,-84.390563,33.77016,3
7269,19,7,6.0,-84.402989,33.75127,3
11325,19,1,7.0,-84.370912,33.77433,2
15032,12,5,2.0,-84.397063,33.7963,3
13069,13,2,4.0,-84.386665,33.74402,3
14687,21,5,3.0,-84.379077,33.75983,3
13935,16,3,3.0,-84.389506,33.80085,4
14612,21,5,3.0,-84.391592,33.79948,4
9007,22,6,3.0,-84.355865,33.7441,3
4776,20,7,4.0,-84.393016,33.79568,3
7783,20,2,6.0,-84.389295,33.78915,3
8373,19,6,3.0,-84.379274,33.75299,3
14815,15,5,3.0,-84.45139,33.750925,3
3947,12,5,6.0,-84.38868,33.797125,4
1287,18,6,3.0,-84.393658,33.72438,3
5028,11,3,6.0,-84.349219,33.74315,4
2282,22,2,2.0,-84.417533,33.74885,4
12789,11,2,3.0,-84.378923,33.75955,3
12076,18,4,3.0,-84.39156,33.78862,3
83,11,3,3.0,-84.391906,33.73394,3
2873,19,6,7.0,-84.416012,33.79979,3
14593,22,5,3.0,-84.404898,33.80189,3
3217,21,4,3.0,-84.381705,33.75009,3
9530,15,6,4.0,-84.384115,33.74892,2
3763,22,1,4.0,-84.388113,33.74528,4
8120,18,6,2.0,-84.404675,33.79614,3
7549,22,2,7.0,-84.371984,33.76283,4
12344,18,4,3.0,-84.391742,33.73928,4
5645,20,6,6.0,-84.407459,33.77825,3
13370,22,3,2.0,-84.333159,33.75161,4
13422,23,3,7.0,-84.398051,33.74854,2
4163,21,7,3.0,-84.378518,33.75829,4
13034,22,2,3.0,-84.390753,33.77761,3
1179,12,6,4.0,-84.394762,33.74499,4
8188,18,6,6.0,-84.346971,33.77428,4
8724,14,5,4.0,-84.38392,33.743558,3
2061,14,2,7.0,-84.392172,33.76462,4
13763,14,3,3.0,-84.391052,33.77734,3
15756,20,1,3.0,-84.378659,33.75526,3
13851,20,3,2.0,-84.391956,33.78552,4
12719,17,4,4.0,-84.387237,33.74427,3
8588,18,5,3.0,-84.393568,33.72523,2
11417,22,1,3.0,-84.393883,33.72348,3
7695,16,2,3.0,-84.376128,33.74347,4
6488,20,3,6.0,-84.428425,33.77187,4
8821,10,5,3.0,-84.391888,33.73479,3
16196,15,6,3.0,-84.378597,33.75863,3
13762,17,3,3.0,-84.394304,33.72259,3
8170,19,6,4.0,-84.393483,33.72443,4
4056,13,5,3.0,-84.391466,33.78804,3
4759,0,7,3.0,-84.384299,33.74857,4
6017,20,5,7.0,-84.389209,33.78345,2
4084,14,5,6.0,-84.349252,33.73863,2
679,0,6,7.0,-84.384103,33.76468,2
9487,23,6,6.0,-84.349184,33.75887,3
15433,11,5,6.0,-84.334141,33.77411,4
6748,23,7,7.0,-84.384321,33.78945,3
5053,23,3,4.0,-84.389274,33.76691,3
13352,0,3,4.0,-84.40821,33.802557,2
5991,19,5,3.0,-84.39322,33.794334,3
3493,17,1,3.0,-84.379502,33.75208,4
6328,13,3,4.0,-84.389046,33.7446,3
8774,17,5,3.0,-84.38748,33.801997,3
14659,22,5,7.0,-84.33295,33.747456,3
15740,18,1,3.0,-84.38109,33.751038,3
9843,23,4,3.0,-84.380743,33.75093,3
12465,21,4,3.0,-84.395157,33.72136,4
10881,21,3,4.0,-84.38837,33.743602,3
7085,16,7,3.0,-84.393414,33.79615,3
1851,15,2,3.0,-84.385488,33.74801,3
4042,4,5,3.0,-84.393618,33.72765,4
3603,19,1,7.0,-84.33865,33.789942,2
13130,21,2,3.0,-84.393927,33.79482,3
4932,21,3,3.0,-84.39284,33.798034,3
14825,20,5,3.0,-84.398178,33.74511,3
5907,21,5,3.0,-84.397747,33.71762,4
12010,23,4,3.0,-84.455846,33.75112,3
7666,19,2,3.0,-84.390351,33.74464,3
2643,21,6,4.0,-84.386577,33.74719,3
1074,23,6,7.0,-84.363041,33.75366,4
5996,20,5,2.0,-84.410944,33.7797,2
10400,23,1,3.0,-84.391209,33.78131,3
2651,15,6,3.0,-84.413125,33.74123,3
14284,0,1,3.0,-84.379689,33.75188,3
8897,21,5,1.0,-84.330993,33.76021,4
3886,21,5,3.0,-84.379335,33.75889,3
12723,23,4,4.0,-84.410581,33.80351,4
751,13,6,6.0,-84.349004,33.77061,3
3911,23,5,3.0,-84.391616,33.78934,3
9452,22,6,7.0,-84.371975,33.76311,4
2632,18,6,3.0,-84.391614,33.79057,3
7218,21,7,7.0,-84.441236,33.76211,3
9461,22,6,7.0,-84.3709,33.7748,4
16047,23,2,3.0,-84.392876,33.79853,4
14258,17,2,4.0,-84.408894,33.80295,2
7248,23,7,6.0,-84.349024,33.76908,3
13413,21,3,6.0,-84.407818,33.80101,3
11177,19,1,3.0,-84.386377,33.74756,3
14726,14,5,4.0,-84.410679,33.80363,3
9346,21,6,3.0,-84.422172,33.74242,4
13002,21,2,4.0,-84.391725,33.73384,4
15380,18,5,2.0,-84.391925,33.78455,4
7941,22,6,3.0,-84.340714,33.74558,3
13057,14,2,7.0,-84.336048,33.79407,4
654,21,6,3.0,-84.38093,33.74344,3
9958,12,4,1.0,-84.403087,33.75103,3
7465,20,2,3.0,-84.378317,33.7565,3
3489,22,1,3.0,-84.398511,33.7158,4
4247,21,7,3.0,-84.392116,33.73867,3
11890,16,7,1.0,-84.363376,33.75237,4
13774,23,3,3.0,-84.381179,33.75094,3
4931,11,3,3.0,-84.384547,33.80361,2
9635,12,2,4.0,-84.33688,33.745019,3
1746,23,7,3.0,-84.392723,33.72917,3
9075,12,6,3.0,-84.392023,33.74106,2
12246,15,4,6.0,-84.349222,33.74583,2
12326,13,4,4.0,-84.379684,33.76124,2
6294,18,3,6.0,-84.349224,33.75295,4
12405,19,4,6.0,-84.346621,33.77439,3
10962,20,3,6.0,-84.408018,33.79062,3
8076,21,6,2.0,-84.415366,33.78783,3
3413,23,1,4.0,-84.383956,33.749,4
6969,20,7,7.0,-84.393518,33.73443,3
717,19,6,3.0,-84.390612,33.77516,3
7534,23,2,6.0,-84.390958,33.78656,2
7681,21,2,2.0,-84.354867,33.7848,3
1182,15,6,4.0,-84.387686,33.74459,3
10234,0,4,6.0,-84.349208,33.75488,2
13073,21,2,7.0,-84.39291,33.764602,4
4769,18,7,6.0,-84.349024,33.76726,4
10506,16,1,3.0,-84.378431,33.75412,4
13174,21,2,7.0,-84.392625,33.74266,4
14925,18,5,3.0,-84.39035,33.773267,4
2592,11,6,6.0,-84.391377,33.79864,3
4099,23,5,7.0,-84.470067,33.76587,3
13423,15,3,7.0,-84.416434,33.78172,3
3636,21,1,7.0,-84.38059,33.781337,3
4255,21,7,3.0,-84.389354,33.76745,3
38,12,3,3.0,-84.323288,33.7288,4
9014,19,6,3.0,-84.361483,33.74351,3
8751,17,5,3.0,-84.376517,33.74346,3
4291,2,7,3.0,-84.384209,33.76434,3
15023,21,5,7.0,-84.389206,33.78317,4
1910,23,2,3.0,-84.391001,33.77692,4
7960,18,6,3.0,-84.391387,33.74248,3
5987,17,5,3.0,-84.409883,33.80344,3
8665,16,5,3.0,-84.384717,33.80384,3
15005,16,5,7.0,-84.370588,33.75054,3
7204,20,7,6.0,-84.38926,33.787153,4
54,21,3,3.0,-84.397995,33.71703,3
3874,1,5,3.0,-84.390349,33.77594,3
5522,17,6,4.0,-84.389081,33.74454,4
3475,17,1,3.0,-84.398559,33.71568,3
14962,18,5,3.0,-84.385462,33.80329,3
8039,16,6,3.0,-84.406476,33.80229,3
12714,15,4,4.0,-84.348006,33.74476,2
10141,22,4,3.0,-84.393026,33.72835,3
10275,12,4,4.0,-84.365161,33.74365,3
1824,22,2,3.0,-84.377348,33.74325,2
9654,16,2,3.0,-84.379173,33.75252,4
6804,22,7,6.0,-84.349154,33.76045,4
3211,21,4,3.0,-84.38863,33.745938,4
8587,21,5,3.0,-84.380481,33.75116,4
9350,22,6,3.0,-84.444958,33.75087,3
2843,16,6,2.0,-84.406909,33.73978,4
6062,15,5,4.0,-84.398166,33.74476,4
1211,21,6,7.0,-84.371997,33.76239,4
1908,16,2,3.0,-84.390043,33.77169,3
10057,19,4,3.0,-84.392468,33.79194,3
13047,12,2,3.0,-84.384229,33.80385,3
6217,17,3,3.0,-84.391886,33.73489,3
4092,22,5,2.0,-84.349855,33.79674,3
13285,21,3,3.0,-84.382269,33.76272,4
1147,16,6,4.0,-84.383656,33.74842,3
13138,1,2,3.0,-84.378687,33.7548,3
5428,16,6,3.0,-84.391499,33.78679,3
15520,15,2,3.0,-84.388215,33.80155,4
6878,16,7,4.0,-84.390367,33.74522,2
11323,21,1,7.0,-84.370795,33.77531,3
9137,22,6,3.0,-84.393552,33.79709,3
8191,11,6,6.0,-84.347069,33.77425,2
294,21,3,7.0,-84.397975,33.74741,4
14819,19,5,3.0,-84.376486,33.74325,2
12591,0,4,7.0,-84.337462,33.79183,4
13627,21,3,7.0,-84.337991,33.8025,3
5661,12,6,4.0,-84.390701,33.78495,3
14036,16,3,7.0,-84.391693,33.75603,3
12510,22,4,3.0,-84.39236,33.793635,4
11716,23,7,4.0,-84.387275,33.74752,4
14877,18,5,3.0,-84.393852,33.72357,3
263,17,3,3.0,-84.380753,33.75092,2
231,12,3,4.0,-84.39559,33.797698,4
3044,12,4,3.0,-84.379808,33.75177,3
11270,17,1,3.0,-84.37993,33.76,3
11649,19,7,7.0,-84.334249,33.7899,3
13918,19,3,3.0,-84.391899,33.73429,3
11037,11,3,3.0,-84.40811,33.802771,3
13268,22,3,3.0,-84.406992,33.74146,3
2012,19,2,7.0,-84.388881,33.7799,3
4028,20,5,3.0,-84.438524,33.74739,3
13102,23,2,3.0,-84.378667,33.75348,4
13575,20,3,3.0,-84.395356,33.79714,4
14463,4,1,7.0,-84.394646,33.76459,4
7591,21,2,6.0,-84.387748,33.79516,3
6848,16,7,7.0,-84.411869,33.78386,4
15752,22,1,3.0,-84.39048,33.771452,3
3693,17,1,4.0,-84.382282,33.75022,3
10823,19,3,4.0,-84.384635,33.7431,3
9253,2,6,7.0,-84.440986,33.75177,2
7207,23,7,2.0,-84.40005,33.7732,4
1715,23,7,4.0,-84.389814,33.744,3
1200,14,6,3.0,-84.40348,33.801632,4
8609,14,5,3.0,-84.393613,33.72481,3
15883,20,1,3.0,-84.37941,33.752808,4
7078,20,7,3.0,-84.390737,33.79085,4
14823,13,5,3.0,-84.469269,33.75709,4
15602,5,2,6.0,-84.397868,33.77135,3
10571,11,2,3.0,-84.390821,33.78076,3
9636,18,2,4.0,-84.410399,33.80412,3
452,21,3,2.0,-84.338866,33.79143,4
12139,21,4,3.0,-84.393133,33.79413,3
11955,16,7,4.0,-84.384246,33.74886,3
1773,21,7,3.0,-84.392167,33.73191,3
97,14,3,3.0,-84.391536,33.7879,3
8173,16,6,4.0,-84.383883,33.7483,2
9312,20,6,3.0,-84.386487,33.80221,3
14860,11,5,3.0,-84.378326,33.75667,3
10856,19,3,6.0,-84.389112,33.79427,3
601,21,6,7.0,-84.388839,33.7727,3
467,19,3,4.0,-84.379583,33.75873,3
1339,14,6,3.0,-84.384317,33.80414,3
4722,0,7,3.0,-84.390818,33.78761,3
15824,16,1,3.0,-84.38499,33.748175,3
13732,21,3,3.0,-84.395413,33.72101,3
10703,19,3,3.0,-84.377934,33.74345,3
3197,21,4,3.0,-84.39352,33.7257,3
5853,20,5,6.0,-84.349237,33.75069,2
7658,20,2,3.0,-84.39009,33.800232,3
854,19,6,3.0,-84.436013,33.74685,3
4439,19,7,4.0,-84.347692,33.74615,3
12601,20,4,2.0,-84.393299,33.79901,3
12228,18,4,7.0,-84.39795,33.767441,3
5663,20,6,7.0,-84.416527,33.73814,4
10923,11,3,3.0,-84.378414,33.75426,4
5502,21,6,6.0,-84.403499,33.76433,3
2379,20,6,3.0,-84.413419,33.7415,4
3026,13,4,3.0,-84.38257,33.762965,3
15026,17,5,7.0,-84.336346,33.79331,4
15600,20,2,3.0,-84.380371,33.7611,4
12637,21,4,6.0,-84.407481,33.78106,3
3395,19,1,3.0,-84.393153,33.79816,4
8006,17,6,3.0,-84.391475,33.74374,3
6617,22,7,3.0,-84.390745,33.79145,4
2883,20,6,6.0,-84.349158,33.75663,3
11879,21,7,7.0,-84.368134,33.74794,3
128,20,3,3.0,-84.383896,33.80445,4
12210,20,4,7.0,-84.388843,33.7719,4
2504,13,6,3.0,-84.391592,33.78949,3
5647,15,6,6.0,-84.404762,33.76933,2
6216,11,3,3.0,-84.396454,33.71962,3
13796,16,3,3.0,-84.393425,33.79483,2
15498,11,2,3.0,-84.390766,33.78952,4
1503,16,6,4.0,-84.390511,33.79109,4
2411,15,6,3.0,-84.389835,33.74496,3
1233,22,6,4.0,-84.390336,33.74411,3
12765,12,2,3.0,-84.348692,33.74529,4
3627,21,1,6.0,-84.349234,33.75193,3
14141,19,2,3.0,-84.391208,33.78253,4
12028,17,4,3.0,-84.457377,33.75156,3
2624,15,6,6.0,-84.346453,33.77444,2
5921,15,5,3.0,-84.390351,33.77262,3
9716,23,2,7.0,-84.351244,33.77107,2
11578,20,7,3.0,-84.378636,33.75357,4
3715,18,1,3.0,-84.395508,33.72089,3
13014,21,2,4.0,-84.378269,33.76095,3
11943,0,7,3.0,-84.391533,33.7901,3
7369,23,7,4.0,-84.379465,33.7581,4
12036,13,4,3.0,-84.389501,33.76838,3
4302,18,7,3.0,-84.378872,33.75336,3
6487,19,3,6.0,-84.430075,33.77191,3
12176,13,4,3.0,-84.378468,33.75715,3
7515,19,2,3.0,-84.382523,33.74984,3
6300,16,3,1.0,-84.410373,33.80031,3
9415,22,6,3.0,-84.405844,33.8021,3
15872,17,1,3.0,-84.394176,33.72283,3
15610,15,2,3.0,-84.384386,33.74873,3
3895,20,5,3.0,-84.391215,33.78261,3
3814,1,1,7.0,-84.392172,33.75444,4
587,20,6,7.0,-84.389826,33.79188,4
11533,14,7,3.0,-84.378364,33.75474,4
9361,1,6,3.0,-84.411234,33.74133,4
4395,18,7,1.0,-84.389921,33.76401,4
6191,12,3,3.0,-84.387853,33.74654,3
1632,20,7,3.0,-84.39088,33.776146,3
6871,19,7,6.0,-84.353163,33.77383,3
14678,3,5,3.0,-84.390824,33.78396,4
8204,21,6,6.0,-84.411998,33.77306,3
6843,22,7,7.0,-84.425118,33.78566,4
3927,22,5,7.0,-84.389207,33.78327,2
7227,17,7,7.0,-84.400914,33.77169,3
2676,17,6,3.0,-84.392949,33.72857,4
14092,12,2,3.0,-84.388618,33.76744,3
1021,16,6,4.0,-84.391593,33.79418,3
12249,22,4,6.0,-84.40756,33.787846,3
2559,19,6,7.0,-84.388519,33.75357,3
4593,22,7,3.0,-84.392059,33.79085,3
10213,21,4,2.0,-84.404246,33.79614,3
4884,17,3,3.0,-84.378411,33.75429,2
9948,22,4,7.0,-84.389206,33.78451,3
1037,15,6,3.0,-84.394304,33.79648,4
10186,12,4,3.0,-84.388059,33.74648,4
14724,22,5,6.0,-84.391325,33.79915,4
10315,0,1,3.0,-84.409297,33.74121,4
2429,11,6,3.0,-84.398323,33.71625,3
5447,0,6,3.0,-84.380346,33.75169,4
7924,20,6,3.0,-84.359418,33.74356,3
15340,19,5,3.0,-84.391411,33.78927,3
4610,23,7,3.0,-84.385242,33.8031,3
15184,13,5,7.0,-84.40335,33.746565,3
12074,14,4,3.0,-84.378792,33.75322,2
11181,21,1,3.0,-84.39482,33.721811,4
12542,13,4,3.0,-84.393637,33.72596,3
13968,17,3,3.0,-84.392091,33.73128,3
15111,20,5,4.0,-84.389172,33.7465,3
2421,18,6,3.0,-84.391896,33.7344,3
8706,18,5,2.0,-84.391614,33.78178,4
7283,19,7,7.0,-84.387804,33.74109,3
14219,22,2,3.0,-84.378247,33.7553,3
3113,14,4,6.0,-84.3597,33.772011,3
16063,22,2,4.0,-84.389891,33.77159,3
13837,20,3,2.0,-84.405026,33.79614,3
8800,21,5,3.0,-84.390394,33.77577,4
5510,17,6,6.0,-84.350748,33.77383,3
7443,16,2,3.0,-84.392734,33.72918,3
1305,21,6,3.0,-84.407604,33.80262,4
6271,18,3,6.0,-84.391173,33.77129,4
6311,22,3,6.0,-84.345628,33.77464,3
11393,2,1,4.0,-84.388953,33.74474,4
5180,23,3,3.0,-84.378976,33.75287,3
1152,19,6,2.0,-84.351781,33.79733,3
6776,22,7,7.0,-84.387733,33.74531,3
3615,1,1,2.0,-84.39057,33.760262,3
15486,19,2,3.0,-84.39373,33.724033,3
2244,22,2,7.0,-84.363104,33.75365,4
3906,17,5,3.0,-84.391723,33.79023,3
5322,21,3,4.0,-84.391405,33.79991,3
15334,11,5,3.0,-84.400504,33.71286,3
11388,1,1,4.0,-84.379788,33.75837,4
14163,11,2,3.0,-84.393799,33.72481,3
10081,21,4,7.0,-84.382781,33.77794,3
12255,23,4,6.0,-84.38775,33.795335,4
14388,1,1,7.0,-84.389527,33.79184,3
2882,18,6,2.0,-84.322835,33.79936,3
8020,20,6,3.0,-84.378839,33.75762,4
7315,21,7,4.0,-84.37831,33.758608,3
6678,19,7,3.0,-84.39205,33.791345,3
4438,22,7,4.0,-84.348279,33.74672,3
3843,13,5,3.0,-84.374857,33.74348,2
15715,19,1,3.0,-84.391219,33.77808,3
7322,21,7,4.0,-84.382089,33.74951,3
7258,19,7,6.0,-84.407473,33.78221,3
6444,13,3,7.0,-84.336691,33.79062,2
10112,21,4,3.0,-84.358567,33.74334,3
3771,22,1,3.0,-84.388766,33.74582,4
1270,18,6,3.0,-84.378497,33.75398,4
14650,14,5,3.0,-84.406159,33.80219,3
6309,17,3,2.0,-84.339228,33.79287,4
8213,13,6,4.0,-84.387557,33.74449,3
10694,20,3,3.0,-84.413737,33.74127,3
15259,12,5,3.0,-84.388605,33.74595,4
4394,23,7,2.0,-84.352683,33.76767,4
7125,21,7,4.0,-84.391626,33.7951,4
2999,22,4,3.0,-84.391931,33.73306,3
2662,20,6,3.0,-84.410326,33.74125,4
1625,16,7,3.0,-84.390393,33.77268,3
946,15,6,3.0,-84.394847,33.79635,4
10296,20,4,4.0,-84.38561,33.747773,3
3098,13,4,7.0,-84.39057,33.784545,2
3522,14,1,3.0,-84.391303,33.78351,3
5541,16,6,3.0,-84.382067,33.76255,3
3238,23,4,3.0,-84.391604,33.78897,4
15181,13,5,6.0,-84.39754,33.77135,3
8406,17,6,4.0,-84.409237,33.80307,3
12672,21,4,7.0,-84.411694,33.78309,3
14382,4,1,7.0,-84.387169,33.7815,2
12276,23,4,1.0,-84.366341,33.80484,4
14487,16,1,4.0,-84.387301,33.74666,3
14702,22,5,3.0,-84.39742,33.80003,3
13887,18,3,4.0,-84.411273,33.8046,3
9010,20,6,3.0,-84.370124,33.74348,3
10522,20,1,3.0,-84.378864,33.75339,3
759,12,6,4.0,-84.376605,33.74363,3
9155,19,6,3.0,-84.379644,33.75213,3
3054,12,4,3.0,-84.394176,33.72394,4
1914,23,2,3.0,-84.39614,33.798475,4
6036,19,5,7.0,-84.387069,33.75182,4
12650,23,4,6.0,-84.393331,33.80398,4
5011,20,3,4.0,-84.391023,33.74207,3
10515,0,1,3.0,-84.39039,33.772724,3
12471,23,4,3.0,-84.394027,33.72312,4
15919,20,2,3.0,-84.378386,33.75784,2
8331,11,6,3.0,-84.390095,33.74473,3
6055,19,5,4.0,-84.388911,33.76608,4
8637,16,5,3.0,-84.392872,33.79297,3
14013,20,3,3.0,-84.392201,33.79187,3
15953,17,2,3.0,-84.396403,33.7203,3
10039,14,4,4.0,-84.386657,33.74713,2
5252,20,3,7.0,-84.368447,33.72442,4
14835,22,5,3.0,-84.372167,33.74351,4
11275,17,1,3.0,-84.390575,33.76994,3
14172,17,2,7.0,-84.368204,33.78324,3
11173,22,1,3.0,-84.393333,33.72723,4
13189,11,2,6.0,-84.390113,33.79777,4
4061,22,5,4.0,-84.385821,33.80303,3
11898,21,7,2.0,-84.391962,33.78524,4
13740,12,3,3.0,-84.378391,33.75448,3
10202,22,4,6.0,-84.402009,33.77012,3
11546,17,7,3.0,-84.391874,33.73544,3
16077,21,2,3.0,-84.391749,33.79064,4
